id,degree,title,degreetitle,level
2015,BE/Beng,Computer Science,BE/Beng Computer Science,6
2016,BSc/BS,Computer Science,BSc/BS Computer Science,6
2017,BSc/BS,Computer Science,BSc/BS Computer Science,6
2018,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
2019,BSc/BS,Computer Science,BSc/BS Computer Science,6
2020,BSc/BS,Computer Science,BSc/BS Computer Science,6
2021,BSc/BS,Informatics,BSc/BS Informatics,6
2022,MCA,/,MCA /,7
2023,BSc/BS,Computer Science,BSc/BS Computer Science,6
2024,MCA,/,MCA /,7
2025,BSc/BS,Computer Science,BSc/BS Computer Science,6
2026,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
2027,BSc/BS,Computer Science,BSc/BS Computer Science,6
2028,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
2029,BSc/BS,Computer Science,BSc/BS Computer Science,6
2030,MSc/MS,Computer Science,MSc/MS Computer Science,7
2030,BSc/BS,Computer Science,BSc/BS Computer Science,6
2031,BSc/BS,Computer Science,BSc/BS Computer Science,6
2032,BE/Beng,Computer Science and Engineering,BE/Beng Computer Science and Engineering,6
2033,BSc/BS,Commerce,BSc/BS Commerce,6
2033,MCA,/,MCA /,7
2034,BSc/BS,Mathematics,BSc/BS Mathematics,6
2035,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
2036,BSc/BS,Computer Science,BSc/BS Computer Science,6
2036,MSc/MS,Computer Science,MSc/MS Computer Science,7
2037,MSc/MS,Computer Science,MSc/MS Computer Science,7
2038,MSc/MS,Computer Science,MSc/MS Computer Science,7
2039,BA,Computer Science,BA Computer Science,6
2040,PhD,Computer Science,PhD Computer Science,8
2041,BCA,/,BCA /,6
2041,MCA,/,MCA /,7
2042,BE/Beng,Computer Science,BE/Beng Computer Science,6
2043,BSc/BS,Computer Science,BSc/BS Computer Science,6
2044,BSc/BS,Information Technology,BSc/BS Information Technology,6
2045,BCA,/,BCA /,6
2046,BE/Beng,Computer Science,BE/Beng Computer Science,6
2047,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
2048,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
2049,MCA,/,MCA /,7
2050,BSc/BS,Computer Science,BSc/BS Computer Science,6
2051,BSc/BS,Computer Science,BSc/BS Computer Science,6
2052,BSc/BS,Computer Science,BSc/BS Computer Science,6
2053,BSc/BS,Computer Science,BSc/BS Computer Science,6
2054,BSc/BS,Physics,BSc/BS Physics,6
2055,BSc/BS,Computer Science,BSc/BS Computer Science,6
2055,MSc/MS,Computer Science,MSc/MS Computer Science,7
2056,BSc/BS,Information Technology,BSc/BS Information Technology,6
2056,MSc/MS,Computer Science,MSc/MS Computer Science,7
2057,BSc/BS,Computer Science,BSc/BS Computer Science,6
2058,BSc/BS,Computer Science,BSc/BS Computer Science,6
2059,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
2060,BSc/BS,Computer Science,BSc/BS Computer Science,6
2061,BSc/BS,Computer Science,BSc/BS Computer Science,6
2062,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2063,BSc/BS,Computer Science,BSc/BS Computer Science,6
2064,BSc/BS,Computer Science,BSc/BS Computer Science,6
2065,MSc/MS,Computer Science,MSc/MS Computer Science,7
2065,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
2066,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2066,MSc/MS,Computer Engineering,MSc/MS Computer Engineering,7
2067,BSc/BS,Computer Science,BSc/BS Computer Science,6
2068,BSc/BS,Psychology,BSc/BS Psychology,6
2068,MSc/MS,Computer Science,MSc/MS Computer Science,7
2069,MCA,/,MCA /,7
2070,BSc/BS,Information Technology,BSc/BS Information Technology,6
2071,BCA,/,BCA /,6
2072,BSc/BS,Computer Science,BSc/BS Computer Science,6
2073,BSc/BS,Computer Science,BSc/BS Computer Science,6
2074,BE/Beng,Computer Science,BE/Beng Computer Science,6
2075,BSc/BS,Computer Science,BSc/BS Computer Science,6
2076,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
2077,BE/Beng,Computer Science and Engineering,BE/Beng Computer Science and Engineering,6
2078,BSc/BS,Computer Science,BSc/BS Computer Science,6
2078,BSc/BS,Applied Mathematics,BSc/BS Applied Mathematics,6
2079,BSc/BS,Computer Science,BSc/BS Computer Science,6
2080,MSc/MS,Information Systems,MSc/MS Information Systems,7
2081,BSc/BS,Computer Science,BSc/BS Computer Science,6
2082,BSc/BS,Computer Science,BSc/BS Computer Science,6
2083,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
2084,BSc/BS,Computer Science,BSc/BS Computer Science,6
2085,BSc/BS,Computer Science,BSc/BS Computer Science,6
2086,BSc/BS,Physics,BSc/BS Physics,6
2087,BSc/BS,Computer Science,BSc/BS Computer Science,6
2088,BSc/BS,Computer Science,BSc/BS Computer Science,6
2089,BSc/BS,Computer Science,BSc/BS Computer Science,6
2090,MSc/MS,Engineering,MSc/MS Engineering,7
2091,BSc/BS,Computer Science,BSc/BS Computer Science,6
2092,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
2093,BTech,Computer Science,BTech Computer Science,6
2094,BSc/BS,Computer Science,BSc/BS Computer Science,6
2095,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2096,BSc/BS,Computer Science,BSc/BS Computer Science,6
2097,MCA,/,MCA /,7
2098,BTech,Information Technology,BTech Information Technology,6
2099,BCA,/,BCA /,6
2100,PhD,Computer Science,PhD Computer Science,8
2101,BSc/BS,Computer Science,BSc/BS Computer Science,6
2102,BSc/BS,Computer Science,BSc/BS Computer Science,6
2103,BSc/BS,Computer Science,BSc/BS Computer Science,6
2104,MSc/MS,Computer Science,MSc/MS Computer Science,7
2105,BSc/BS,Computer Science,BSc/BS Computer Science,6
2106,BTech,Information Technology,BTech Information Technology,6
2107,MSc/MS,Computer Science,MSc/MS Computer Science,7
2108,MSc/MS,Computer Science,MSc/MS Computer Science,7
2109,BSc/BS,Computer Science,BSc/BS Computer Science,6
2110,BSc/BS,Computer Science,BSc/BS Computer Science,6
2111,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2112,BSc/BS,Computer Science,BSc/BS Computer Science,6
2113,BSc/BS,Computer Science,BSc/BS Computer Science,6
2114,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2115,MSc/MS,Mathematics,MSc/MS Mathematics,7
2116,BA,Economics,BA Economics,6
2117,BSc/BS,Information Systems,BSc/BS Information Systems,6
2118,BSc/BS,Computer Science,BSc/BS Computer Science,6
2119,MCA,/,MCA /,7
2120,BSc/BS,Computer Science,BSc/BS Computer Science,6
2121,BSc/BS,Physics,BSc/BS Physics,6
2121,MSc/MS,Physics,MSc/MS Physics,7
2122,MSc/MS,Computer Science,MSc/MS Computer Science,7
2122,BSc/BS,Computer Science,BSc/BS Computer Science,6
2123,BSc/BS,Computer Science,BSc/BS Computer Science,6
2124,BSc/BS,Computer Science,BSc/BS Computer Science,6
2125,BSc/BS,Computer Science,BSc/BS Computer Science,6
2126,BE/Beng,Computer Science,BE/Beng Computer Science,6
2127,MSc/MS,Computer Science,MSc/MS Computer Science,7
2128,BSc/BS,Computer Science,BSc/BS Computer Science,6
2129,BSc/BS,Computer Science,BSc/BS Computer Science,6
2129,MSc/MS,Computer Science,MSc/MS Computer Science,7
2130,BSc/BS,Computer Science,BSc/BS Computer Science,6
2131,BCA,/,BCA /,6
2132,BSc/BS,Information Technology,BSc/BS Information Technology,6
2133,BSc/BS,Computer Science,BSc/BS Computer Science,6
2134,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
2135,BSc/BS,Computer Science,BSc/BS Computer Science,6
2136,BSc/BS,Computer Science,BSc/BS Computer Science,6
2137,MSc/MS,Computer Science,MSc/MS Computer Science,7
2138,MSc/MS,Computer Science,MSc/MS Computer Science,7
2139,MSc/MS,Computer Science,MSc/MS Computer Science,7
2140,BTech,Computer Science,BTech Computer Science,6
2141,MSc/MS,Computer Science,MSc/MS Computer Science,7
2141,BCA,/,BCA /,6
2142,BSc/BS,Information Systems,BSc/BS Information Systems,6
2143,BSc/BS,Computer Science,BSc/BS Computer Science,6
2144,BCA,/,BCA /,6
2145,MSc/MS,Computer Science,MSc/MS Computer Science,7
2146,BSc/BS,Computer Science,BSc/BS Computer Science,6
2147,BSc/BS,Computer Science,BSc/BS Computer Science,6
2148,BCA,/,BCA /,6
2149,MSc/MS,Computer Science,MSc/MS Computer Science,7
2150,BSc/BS,Computer Science,BSc/BS Computer Science,6
2151,MCA,/,MCA /,7
2152,BCA,/,BCA /,6
2152,MCA,/,MCA /,7
2153,BSc/BS,Computer Science,BSc/BS Computer Science,6
2154,MSc/MS,Computer Science,MSc/MS Computer Science,7
2154,PhD,Computer Science,PhD Computer Science,8
2155,BSc/BS,Computer Science,BSc/BS Computer Science,6
2156,BSc/BS,Computer Science,BSc/BS Computer Science,6
2157,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
2158,MSc/MS,Computer Science,MSc/MS Computer Science,7
2158,BSc/BS,Computer Science,BSc/BS Computer Science,6
2159,BSc/BS,Computer Science,BSc/BS Computer Science,6
2160,BSc/BS,Computer Science,BSc/BS Computer Science,6
2161,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
2161,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
2162,BE/Beng,Computer,BE/Beng Computer,6
2163,BSc/BS,Computer Science,BSc/BS Computer Science,6
2164,BSc/BS,Information Technology,BSc/BS Information Technology,6
2165,BCA,/,BCA /,6
2166,BSc/BS,Business Administration,BSc/BS Business Administration,6
2167,BSc/BS,Information Technology,BSc/BS Information Technology,6
2168,BSc/BS,Computer Science,BSc/BS Computer Science,6
2169,BSc/BS,Computer Science,BSc/BS Computer Science,6
2170,BSc/BS,Computer Science,BSc/BS Computer Science,6
2171,BSc/BS,Computer Science,BSc/BS Computer Science,6
2172,BSc/BS,Computer Science,BSc/BS Computer Science,6
2173,BSc/BS,Computer Science,BSc/BS Computer Science,6
2174,MSc/MS,Computer Science,MSc/MS Computer Science,7
2175,MCA,/,MCA /,7
2176,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2177,BE/Beng,Computer Science,BE/Beng Computer Science,6
2177,MSc/MS,Computer Science,MSc/MS Computer Science,7
2178,BTech,Computer Science,BTech Computer Science,6
2179,MCA,/,MCA /,7
2180,BSc/BS,Computer Science,BSc/BS Computer Science,6
2181,MSc/MS,Computer Science,MSc/MS Computer Science,7
2182,BSc/BS,Computer Science,BSc/BS Computer Science,6
2183,BSc/BS,Computer Science,BSc/BS Computer Science,6
2184,BSc/BS,Computer Science,BSc/BS Computer Science,6
2185,BSc/BS,Applied Science,BSc/BS Applied Science,6
2186,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
2187,BSc/BS,Computer Science,BSc/BS Computer Science,6
2188,BTech,Computer Science,BTech Computer Science,6
2189,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
2190,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
2191,BSc/BS,Computer Science,BSc/BS Computer Science,6
2192,BSc/BS,Computer Science,BSc/BS Computer Science,6
2193,MSc/MS,Computer Science,MSc/MS Computer Science,7
2194,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
2194,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
2195,BSc/BS,Mathematics,BSc/BS Mathematics,6
2196,MCA,/,MCA /,7
2197,BSc/BS,Computer Science,BSc/BS Computer Science,6
2198,BSc/BS,Computer Science,BSc/BS Computer Science,6
2198,MCA,/,MCA /,7
2199,BE/Beng,Computer Science,BE/Beng Computer Science,6
2200,BSc/BS,Computer Science,BSc/BS Computer Science,6
2201,BSc/BS,Computer Science,BSc/BS Computer Science,6
2202,BSc/BS,Computer Science,BSc/BS Computer Science,6
2203,MSc/MS,Computer Science,MSc/MS Computer Science,7
2204,BSc/BS,Computer Science,BSc/BS Computer Science,6
2205,MSc/MS,Computer Science,MSc/MS Computer Science,7
2206,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2207,BCA,/,BCA /,6
2208,BSc/BS,Computer Science,BSc/BS Computer Science,6
2209,BTech,Computer Science,BTech Computer Science,6
2210,BSc/BS,Computer Science,BSc/BS Computer Science,6
2211,BSc/BS,Computer Science,BSc/BS Computer Science,6
2212,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
2213,PhD,Computer Science,PhD Computer Science,8
2213,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2213,MSc/MS,Computer Engineering,MSc/MS Computer Engineering,7
2213,MSc/MS,Computer Science,MSc/MS Computer Science,7
2214,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
2215,BE/Beng,Computer Science,BE/Beng Computer Science,6
2216,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
2216,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2217,BSc/BS,Computer Science,BSc/BS Computer Science,6
2218,BSc/BS,Computer Science,BSc/BS Computer Science,6
2219,MCA,/,MCA /,7
2219,BCA,/,BCA /,6
2220,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
2221,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
2222,BSc/BS,Computer Science,BSc/BS Computer Science,6
2223,BA,Aerospace Engineering,BA Aerospace Engineering,6
2224,BSc/BS,Computer Science,BSc/BS Computer Science,6
2225,MSc/MS,Electrical Engineering,MSc/MS Electrical Engineering,7
2226,MSc/MS,Computer Engineering,MSc/MS Computer Engineering,7
2227,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
2227,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
2228,BSc/BS,Computer Science,BSc/BS Computer Science,6
2228,BSc/BS,Computer Science,BSc/BS Computer Science,6
2229,BSc/BS,Computer Science,BSc/BS Computer Science,6
2230,BSc/BS,Computer Science,BSc/BS Computer Science,6
2231,BSc/BS,Computer Science,BSc/BS Computer Science,6
2232,BE/Beng,Information Technology,BE/Beng Information Technology,6
2233,BCA,/,BCA /,6
2234,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
2235,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2236,BSc/BS,Computer Science,BSc/BS Computer Science,6
2237,MSc/MS,Computer Science,MSc/MS Computer Science,7
2238,PhD,Computer Science,PhD Computer Science,8
2239,BSc/BS,Computer Science,BSc/BS Computer Science,6
2240,BSc/BS,Computer Science,BSc/BS Computer Science,6
2241,BSc/BS,Computer Science,BSc/BS Computer Science,6
2242,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2243,BSc/BS,Computer Science,BSc/BS Computer Science,6
2244,BSc/BS,Computer Science,BSc/BS Computer Science,6
2245,BSc/BS,Business Administration,BSc/BS Business Administration,6
2246,MCA,/,MCA /,7
2246,BCA,/,BCA /,6
2247,BSc/BS,Computer Science,BSc/BS Computer Science,6
2248,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
2249,BSc/BS,Computer Science,BSc/BS Computer Science,6
2250,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
2251,MSc/MS,Computer Science,MSc/MS Computer Science,7
2252,BSc/BS,Computer Science,BSc/BS Computer Science,6
2253,BSc/BS,Computer Science,BSc/BS Computer Science,6
2254,BSc/BS,Computer Science,BSc/BS Computer Science,6
2255,BCA,/,BCA /,6
2256,MCA,/,MCA /,7
2257,MCA,/,MCA /,7
2257,MCA,/,MCA /,7
2258,BCA,/,BCA /,6
2259,MSc/MS,Engineering,MSc/MS Engineering,7
2260,BSc Hons,Computer Science,BSc Hons  Computer Science,6
2261,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
2262,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
2262,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
2263,MSc/MS,Computer Science,MSc/MS Computer Science,7
2264,MCA,/,MCA /,7
2265,MSc/MS,Computer Science,MSc/MS Computer Science,7
2266,BSc/BS,Computer Science,BSc/BS Computer Science,6
2267,BSc/BS,Computer Science,BSc/BS Computer Science,6
2268,MCA,/,MCA /,7
2269,MSc/MS,Computer Science,MSc/MS Computer Science,7
2270,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
2271,BSc/BS,Information Technology,BSc/BS Information Technology,6
2272,BSc/BS,Computer Science,BSc/BS Computer Science,6
2273,BE/Beng,Information Technology,BE/Beng Information Technology,6
2274,BSc/BS,Applied Computer Science,BSc/BS Applied Computer Science,6
2275,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2276,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2277,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
2278,MCA,/,MCA /,7
2278,BSc/BS,Computer Science,BSc/BS Computer Science,6
2279,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
2280,BSc/BS,Computer Science,BSc/BS Computer Science,6
2281,BE/Beng,Computer Science and Engineering,BE/Beng Computer Science and Engineering,6
2282,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
2282,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2283,BSc/BS,Computer Science,BSc/BS Computer Science,6
2284,MCA,/,MCA /,7
2285,BSc/BS,Computer Science,BSc/BS Computer Science,6
2286,BCA,/,BCA /,6
2287,MSc/MS,Computer Science,MSc/MS Computer Science,7
2288,MSc/MS,Computer Science,MSc/MS Computer Science,7
2289,BSc/BS,Computer Science,BSc/BS Computer Science,6
2290,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2291,BTech,Information Technology,BTech Information Technology,6
2292,MSc/MS,Computer Science,MSc/MS Computer Science,7
2293,BSc/BS,Computer Science,BSc/BS Computer Science,6
2294,BSc/BS,Computer Science,BSc/BS Computer Science,6
2295,BSc/BS,Computer Science and Mathematics,BSc/BS Computer Science and Mathematics,6
2295,MSc/MS,Computer Science,MSc/MS Computer Science,7
2296,BSc/BS,Computer Science,BSc/BS Computer Science,6
2297,BSc/BS,Computer Science,BSc/BS Computer Science,6
2298,BA,Computer Science,BA Computer Science,6
2298,MSc/MS,Computer Science,MSc/MS Computer Science,7
2299,MSc/MS,Computer Science,MSc/MS Computer Science,7
2300,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2301,BSc/BS,Computer Science,BSc/BS Computer Science,6
2302,MCA,/,MCA /,7
2303,BSc/BS,Computer Science,BSc/BS Computer Science,6
2304,BSc/BS,Physics,BSc/BS Physics,6
2305,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2306,BSc/BS,Computer Science,BSc/BS Computer Science,6
2307,PhD,Computer Science,PhD Computer Science,8
2308,BSc/BS,Electrical and Electronics Engineering,BSc/BS Electrical and Electronics Engineering,6
2308,BSc/BS,Business Administration,BSc/BS Business Administration,6
2309,BSc/BS,Computer Science,BSc/BS Computer Science,6
2310,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2311,BSc/BS,Computer Science,BSc/BS Computer Science,6
2312,MCA,/,MCA /,7
2313,BSc/BS,Computer Science,BSc/BS Computer Science,6
2314,MSc/MS,Computer Science,MSc/MS Computer Science,7
2314,BSc/BS,Computer Science,BSc/BS Computer Science,6
2315,MSc/MS,Computer Science,MSc/MS Computer Science,7
2316,BSc/BS,Computer Science,BSc/BS Computer Science,6
2317,BSc/BS,Computer Science,BSc/BS Computer Science,6
2318,MSc/MS,Computer Science,MSc/MS Computer Science,7
2319,BCA,/,BCA /,6
2319,MCA,/,MCA /,7
2320,MSc/MS,Computer Science,MSc/MS Computer Science,7
2321,BSc/BS,Computer Science,BSc/BS Computer Science,6
2322,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
2323,BSc/BS,Computer Science,BSc/BS Computer Science,6
2324,MCA,/,MCA /,7
2325,MSc/MS,Computer Science,MSc/MS Computer Science,7
2325,MSc/MS,Computer Science,MSc/MS Computer Science,7
2326,MCA,/,MCA /,7
2326,MCA,/,MCA /,7
2327,BSc/BS,Computer Science,BSc/BS Computer Science,6
2328,BSc/BS,Computer Science,BSc/BS Computer Science,6
2329,MCA,/,MCA /,7
2330,MCA,/,MCA /,7
2331,BSc/BS,Computer Science,BSc/BS Computer Science,6
2332,MSc/MS,Computer Science,MSc/MS Computer Science,7
2332,BSc/BS,Mathematics,BSc/BS Mathematics,6
2333,BSc/BS,Computer Science,BSc/BS Computer Science,6
2333,MSc/MS,Computer Science,MSc/MS Computer Science,7
2334,BSc/BS,Computer Science,BSc/BS Computer Science,6
2335,BSc/BS,Computer Science,BSc/BS Computer Science,6
2336,BSc/BS,Computer Science,BSc/BS Computer Science,6
2337,MCA,/,MCA /,7
2338,MSc/MS,Computer Science,MSc/MS Computer Science,7
2339,BTech,Information Technology,BTech Information Technology,6
2340,MSc/MS,Computer Science,MSc/MS Computer Science,7
2341,MSc/MS,Computer Science,MSc/MS Computer Science,7
2342,BSc/BS,Computer Science,BSc/BS Computer Science,6
2343,BSc/BS,Information Technology,BSc/BS Information Technology,6
2344,BTech,Information Technology,BTech Information Technology,6
2345,BSc/BS,Information Technology,BSc/BS Information Technology,6
2346,MCA,/,MCA /,7
2347,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2347,MSc/MS,Computer Science,MSc/MS Computer Science,7
2348,BSc/BS,Computer Science,BSc/BS Computer Science,6
2349,BE/Beng,Computer Science,BE/Beng Computer Science,6
2350,BSc/BS,Computer Science,BSc/BS Computer Science,6
2351,BSc/BS,Computer Science,BSc/BS Computer Science,6
2352,BE/Beng,Computer Science,BE/Beng Computer Science,6
2353,BSc/BS,Computer Science,BSc/BS Computer Science,6
2354,MSc/MS,Computer Science,MSc/MS Computer Science,7
2355,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2356,BSc/BS,Computer Science,BSc/BS Computer Science,6
2357,BSc/BS,Information Systems,BSc/BS Information Systems,6
2358,MSc/MS,Computer Science,MSc/MS Computer Science,7
2359,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2360,MSc/MS,Computer Science,MSc/MS Computer Science,7
2361,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
2362,BSc/BS,Computer Science,BSc/BS Computer Science,6
2363,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
2364,BSc/BS,Computer Science,BSc/BS Computer Science,6
2365,BSc/BS,Computer Science,BSc/BS Computer Science,6
2366,BCA,/,BCA /,6
2366,MCA,/,MCA /,7
2366,MCA,/,MCA /,7
2367,BSc/BS,Computer Science,BSc/BS Computer Science,6
2368,BE/Beng,Computer Science and Engineering,BE/Beng Computer Science and Engineering,6
2369,MSc/MS,Information Technology,MSc/MS Information Technology,7
2370,BA,Philosophy,BA Philosophy,6
2370,BSc/BS,Information Technology,BSc/BS Information Technology,6
2371,BSc/BS,Information Technology,BSc/BS Information Technology,6
2372,BSc/BS,Computer Science,BSc/BS Computer Science,6
2373,BSc/BS,Computer Science,BSc/BS Computer Science,6
2374,MCA,/,MCA /,7
2375,PhD,Computer Science,PhD Computer Science,8
2376,MSc/MS,Computer Science,MSc/MS Computer Science,7
2377,BSc/BS,Computer Science,BSc/BS Computer Science,6
2378,MSc/MS,Computer Science,MSc/MS Computer Science,7
2379,BSc/BS,Computer Science,BSc/BS Computer Science,6
2380,BCA,/,BCA /,6
2381,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
2382,MCA,/,MCA /,7
2382,BSc/BS,Computer Science,BSc/BS Computer Science,6
2383,MCA,/,MCA /,7
2384,BSc/BS,Computer Science,BSc/BS Computer Science,6
2385,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
2386,BE/Beng,Computer Science,BE/Beng Computer Science,6
2387,BSc/BS,Computer Science,BSc/BS Computer Science,6
2388,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
2389,BE/Beng,Computer Science,BE/Beng Computer Science,6
2390,BA,Political Science,BA Political Science,6
2391,BSc/BS,Computer Science,BSc/BS Computer Science,6
2391,MSc/MS,Computer Science,MSc/MS Computer Science,7
2392,BSc/BS,Computer Science,BSc/BS Computer Science,6
2393,BSc/BS,Computer Science,BSc/BS Computer Science,6
2394,BSc/BS,Computer Science,BSc/BS Computer Science,6
2395,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2396,MSc/MS,Electrical Engineering,MSc/MS Electrical Engineering,7
2396,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
2397,MSc/MS,Computer Science,MSc/MS Computer Science,7
2398,MSc/MS,Computer Science,MSc/MS Computer Science,7
2399,BSc/BS,Computer Science,BSc/BS Computer Science,6
2400,BSc/BS,Computer Science,BSc/BS Computer Science,6
2401,BCA,/,BCA /,6
2401,MCA,/,MCA /,7
2402,BSc/BS,Computer Science,BSc/BS Computer Science,6
2403,BSc/BS,Computer Science,BSc/BS Computer Science,6
2404,MCA,/,MCA /,7
2404,MCA,/,MCA /,7
2404,BCA,/,BCA /,6
2405,BSc/BS,Computer Science,BSc/BS Computer Science,6
2406,BSc Hons,Computer Science,BSc Hons  Computer Science,6
2407,BE/Beng,Computer Science and Engineering,BE/Beng Computer Science and Engineering,6
2408,BSc/BS,Computer Science,BSc/BS Computer Science,6
2409,BSc/BS,Computer Science,BSc/BS Computer Science,6
2409,MSc/MS,Computer Science,MSc/MS Computer Science,7
2410,BSc/BS,Computer Science,BSc/BS Computer Science,6
2411,BSc/BS,Computer Science,BSc/BS Computer Science,6
2412,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2413,BSc/BS,Computer Science,BSc/BS Computer Science,6
2414,ME/MEng,Computer Science,ME/MEng Computer Science,7
2415,MCA,/,MCA /,7
2415,BSc/BS,Business Administration,BSc/BS Business Administration,6
2416,BTech,Computer Science,BTech Computer Science,6
2417,BSc/BS,Computer Science,BSc/BS Computer Science,6
2417,MSc/MS,Computer Science,MSc/MS Computer Science,7
2418,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
2419,MCA,/,MCA /,7
2419,BCA,/,BCA /,6
2420,MSc/MS,Computer Science,MSc/MS Computer Science,7
2420,BSc/BS,Computer Science,BSc/BS Computer Science,6
2421,BSc/BS,Computer Science,BSc/BS Computer Science,6
2422,PhD,Computer Science,PhD Computer Science,8
2423,BCA,/,BCA /,6
2423,MCA,/,MCA /,7
2424,BSc/BS,Computer Science,BSc/BS Computer Science,6
2425,BSc/BS,Computer Science,BSc/BS Computer Science,6
2425,BSc/BS,Computer Science,BSc/BS Computer Science,6
2426,MSc/MS,Computer Engineering,MSc/MS Computer Engineering,7
2427,BSc/BS,Computer Science,BSc/BS Computer Science,6
2428,MSc/MS,Computer Science,MSc/MS Computer Science,7
2428,BSc/BS,Computer Science,BSc/BS Computer Science,6
2429,MSc/MS,Computer Science,MSc/MS Computer Science,7
2430,BSc/BS,Computer Science,BSc/BS Computer Science,6
2431,BSc/BS,Computer Science,BSc/BS Computer Science,6
2432,MCA,/,MCA /,7
2433,BSc/BS,Business Administration,BSc/BS Business Administration,6
2434,BTech,Information Technology,BTech Information Technology,6
2435,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
2436,MSc/MS,Information Technology,MSc/MS Information Technology,7
2437,BE/Beng,Information Technology,BE/Beng Information Technology,6
2438,BSc/BS,Computer Science,BSc/BS Computer Science,6
2439,BSc/BS,Computer Science,BSc/BS Computer Science,6
2440,MCA,/,MCA /,7
2441,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
2442,BTech,Computer Science,BTech Computer Science,6
2443,MSc/MS,Computer Science,MSc/MS Computer Science,7
2444,MSc/MS,Information Technology,MSc/MS Information Technology,7
2445,BSc/BS,Computer Science,BSc/BS Computer Science,6
