id,degree,title,degreetitle,level
1,BSc/BS,Computer Science,BSc/BS Computer Science,6
2,BSc/BS,Computer Science,BSc/BS Computer Science,6
3,BSc/BS,Computer Science,BSc/BS Computer Science,6
4,BSc/BS,Computer Science,BSc/BS Computer Science,6
5,BSc/BS,Computer Science,BSc/BS Computer Science,6
6,MSc/MS,Computer Science,MSc/MS Computer Science,7
7,BA,Economics,BA Economics,6
8,BSc/BS,Computer Science,BSc/BS Computer Science,6
9,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
9,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
10,BSc/BS,Computer Science,BSc/BS Computer Science,6
11,MSc/MS,Electrical Engineering,MSc/MS Electrical Engineering,7
12,BSc/BS,Computer Science,BSc/BS Computer Science,6
13,BSc/BS,Business Administration,BSc/BS Business Administration,6
14,BSc/BS,Informatics,BSc/BS Informatics,6
15,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
16,MSc/MS,Computer Science,MSc/MS Computer Science,7
17,BSc/BS,Computer Science,BSc/BS Computer Science,6
18,BSc/BS,Computer Science,BSc/BS Computer Science,6
19,MCA,/,MCA /,7
20,BSc/BS,Computer Science,BSc/BS Computer Science,6
21,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
22,BSc/BS,Information Technology,BSc/BS Information Technology,6
22,MSc/MS,Computer Science,MSc/MS Computer Science,7
23,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
23,MSc/MS,Information Technology,MSc/MS Information Technology,7
24,BSc/BS,Computer Science,BSc/BS Computer Science,6
25,BSc/BS,Informatics,BSc/BS Informatics,6
26,BSc/BS,Computer Science,BSc/BS Computer Science,6
27,BSc/BS,Computer Science,BSc/BS Computer Science,6
28,BSc/BS,Computer Science,BSc/BS Computer Science,6
29,BTech,Information Technology,BTech Information Technology,6
30,MSc/MS,Computer Science,MSc/MS Computer Science,7
31,MSc/MS,Computer Science,MSc/MS Computer Science,7
31,BSc/BS,Computer Science,BSc/BS Computer Science,6
32,BSc/BS,Computer Science,BSc/BS Computer Science,6
33,MSc/MS,Computer Science,MSc/MS Computer Science,7
33,BSc/BS,Computer Science,BSc/BS Computer Science,6
34,BSc/BS,Computer Science,BSc/BS Computer Science,6
35,BSc/BS,Computer Science,BSc/BS Computer Science,6
36,MSc/MS,Computer Engineering,MSc/MS Computer Engineering,7
36,MSc/MS,Computer Engineering,MSc/MS Computer Engineering,7
37,MCA,/,MCA /,7
38,BSc/BS,Computer Science,BSc/BS Computer Science,6
39,MSc/MS,Computer Science,MSc/MS Computer Science,7
40,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
41,BSc/BS,Computer Science,BSc/BS Computer Science,6
42,MCA,/,MCA /,7
43,BSc Hons,Computer Science,BSc Hons  Computer Science,6
44,BSc/BS,Computer Science,BSc/BS Computer Science,6
45,BSc/BS,Commerce,BSc/BS Commerce,6
45,MCA,/,MCA /,7
46,BSc/BS,Computer Science,BSc/BS Computer Science,6
47,BSc/BS,Computer Science,BSc/BS Computer Science,6
48,BE/Beng,Computer Science,BE/Beng Computer Science,6
49,MSc/MS,Computer Science,MSc/MS Computer Science,7
50,BCA,/,BCA /,6
51,MSc/MS,Computer Science,MSc/MS Computer Science,7
52,BSc Hons,Computer Science,BSc Hons  Computer Science,6
53,BSc/BS,Computer Science,BSc/BS Computer Science,6
54,BSc/BS,Computer Science,BSc/BS Computer Science,6
55,MSc/MS,Computer Science,MSc/MS Computer Science,7
56,MSc/MS,Computer Science,MSc/MS Computer Science,7
57,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
58,BSc/BS,Computer Science,BSc/BS Computer Science,6
59,BSc/BS,Computer Science,BSc/BS Computer Science,6
60,BSc/BS,Computer Science,BSc/BS Computer Science,6
61,BSc/BS,Computer Science,BSc/BS Computer Science,6
62,MCA,/,MCA /,7
63,BSc/BS,Information Technology,BSc/BS Information Technology,6
64,MSc/MS,Computer Science,MSc/MS Computer Science,7
65,BA,Aerospace Engineering,BA Aerospace Engineering,6
66,BSc/BS,Computer Science,BSc/BS Computer Science,6
67,BE/Beng,Computer Science,BE/Beng Computer Science,6
68,MSc/MS,Computer Science,MSc/MS Computer Science,7
68,BSc/BS,Computer Science,BSc/BS Computer Science,6
69,BSc/BS,Information Technology,BSc/BS Information Technology,6
70,MSc/MS,Computer Science,MSc/MS Computer Science,7
71,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
72,BSc/BS,Physics,BSc/BS Physics,6
73,MSc/MS,Computer Science,MSc/MS Computer Science,7
74,BE/Beng,Computer Science,BE/Beng Computer Science,6
75,BSc/BS,Computer Science,BSc/BS Computer Science,6
76,BE/Beng,Computer,BE/Beng Computer,6
77,BSc/BS,Computer Science,BSc/BS Computer Science,6
78,MSc/MS,Computer Science,MSc/MS Computer Science,7
78,BSc/BS,Computer Science,BSc/BS Computer Science,6
79,BSc/BS,Computer Science,BSc/BS Computer Science,6
80,BSc/BS,Computer Science,BSc/BS Computer Science,6
81,MSc/MS,Computer Science,MSc/MS Computer Science,7
82,MSc/MS,Physics,MSc/MS Physics,7
83,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
84,MSc/MS,Computer Science,MSc/MS Computer Science,7
85,BSc/BS,Information Technology,BSc/BS Information Technology,6
86,BSc/BS,Computer Science,BSc/BS Computer Science,6
87,BSc/BS,Computer Science,BSc/BS Computer Science,6
88,MSc/MS,Information Systems,MSc/MS Information Systems,7
89,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
90,BSc/BS,Computer Science,BSc/BS Computer Science,6
91,MSc/MS,Computer Science,MSc/MS Computer Science,7
92,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
93,BSc/BS,Computer Science,BSc/BS Computer Science,6
93,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
94,BSc/BS,Computer Science,BSc/BS Computer Science,6
95,BSc/BS,Information Systems,BSc/BS Information Systems,6
96,BSc/BS,Computer Science,BSc/BS Computer Science,6
97,BSc/BS,Computer Science,BSc/BS Computer Science,6
98,BSc/BS,Computer Science,BSc/BS Computer Science,6
99,MSc/MS,Computer Science,MSc/MS Computer Science,7
99,BSc/BS,Computer Science,BSc/BS Computer Science,6
100,MSc/MS,Computer Science,MSc/MS Computer Science,7
101,BSc/BS,Information Systems,BSc/BS Information Systems,6
102,MSc/MS,Computer Science,MSc/MS Computer Science,7
102,MSc/MS,Computer Science,MSc/MS Computer Science,7
103,MSc/MS,Computer Science,MSc/MS Computer Science,7
104,BSc/BS,Computer Science,BSc/BS Computer Science,6
105,MSc/MS,Computer Science,MSc/MS Computer Science,7
106,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
107,BA,Computer Science,BA Computer Science,6
108,BSc/BS,Computer Science,BSc/BS Computer Science,6
109,BSc/BS,Computer Science,BSc/BS Computer Science,6
110,BSc/BS,Computer Science,BSc/BS Computer Science,6
111,BSc/BS,Computer Science,BSc/BS Computer Science,6
112,BSc/BS,Computer Science,BSc/BS Computer Science,6
113,BSc/BS,Computer Science,BSc/BS Computer Science,6
114,BSc/BS,Informatics,BSc/BS Informatics,6
115,BSc/BS,Informatics,BSc/BS Informatics,6
116,MCA,/,MCA /,7
117,BSc/BS,Commerce,BSc/BS Commerce,6
118,BSc/BS,Computer Science,BSc/BS Computer Science,6
119,MSc/MS,Computer Science,MSc/MS Computer Science,7
119,PhD,Computer Science,PhD Computer Science,8
120,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
121,MCA,/,MCA /,7
122,MSc/MS,Computer Science,MSc/MS Computer Science,7
123,MSc/MS,Computer Science,MSc/MS Computer Science,7
123,BSc/BS,Computer Science,BSc/BS Computer Science,6
123,BSc/BS,Computer Science,BSc/BS Computer Science,6
124,MCA,/,MCA /,7
125,MSc/MS,Information Technology,MSc/MS Information Technology,7
126,BSc/BS,Computer Science,BSc/BS Computer Science,6
127,BSc/BS,Computer Science,BSc/BS Computer Science,6
128,BSc/BS,Mechanical Engineering,BSc/BS Mechanical Engineering,6
129,BCA,/,BCA /,6
130,BSc/BS,Information Technology,BSc/BS Information Technology,6
131,BSc/BS,Computer Science,BSc/BS Computer Science,6
132,BSc/BS,Computer Science,BSc/BS Computer Science,6
132,MSc/MS,Computer Science,MSc/MS Computer Science,7
133,BSc/BS,Computer Science,BSc/BS Computer Science,6
134,BSc/BS,Computer Science,BSc/BS Computer Science,6
135,BA,Computer Science,BA Computer Science,6
135,MSc/MS,Computer Science,MSc/MS Computer Science,7
136,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
137,BSc/BS,Computer Science,BSc/BS Computer Science,6
138,BSc/BS,Computer Science,BSc/BS Computer Science,6
139,BSc/BS,Computer Science,BSc/BS Computer Science,6
140,MSc/MS,Computer Science,MSc/MS Computer Science,7
141,BSc/BS,Mathematics,BSc/BS Mathematics,6
142,BSc/BS,Computer Science,BSc/BS Computer Science,6
143,BSc/BS,Computer Science,BSc/BS Computer Science,6
144,BSc/BS,Information Technology,BSc/BS Information Technology,6
145,BSc/BS,Computer Science,BSc/BS Computer Science,6
146,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
146,MSc/MS,Computer Science,MSc/MS Computer Science,7
147,MSc/MS,Computer Science,MSc/MS Computer Science,7
148,PhD,Computer Science,PhD Computer Science,8
149,BSc/BS,Computer Science,BSc/BS Computer Science,6
150,BSc/BS,Computer Science,BSc/BS Computer Science,6
151,BSc/BS,Computer Science,BSc/BS Computer Science,6
152,BSc/BS,Physics,BSc/BS Physics,6
153,BSc/BS,Computer Information Systems,BSc/BS Computer Information Systems,6
154,BTech,Information Technology,BTech Information Technology,6
155,BSc/BS,Computer Science,BSc/BS Computer Science,6
155,MSc/MS,Computer Science,MSc/MS Computer Science,7
156,BSc/BS,Computer Science,BSc/BS Computer Science,6
156,MSc/MS,Computer Science,MSc/MS Computer Science,7
157,BSc/BS,Computer Science,BSc/BS Computer Science,6
158,BSc/BS,Computer Science,BSc/BS Computer Science,6
159,BSc Hons,Computer Science,BSc Hons  Computer Science,6
160,BSc/BS,Computer Science,BSc/BS Computer Science,6
161,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
162,MCA,/,MCA /,7
163,MSc/MS,Computer Science,MSc/MS Computer Science,7
164,BSc/BS,Computer Science,BSc/BS Computer Science,6
165,BSc/BS,Computer Science,BSc/BS Computer Science,6
165,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
166,BSc/BS,Computer Science,BSc/BS Computer Science,6
167,BE/Beng,Information Technology,BE/Beng Information Technology,6
168,BSc/BS,Computer Science,BSc/BS Computer Science,6
169,BSc/BS,Computer Science,BSc/BS Computer Science,6
170,MSc/MS,Computer Science,MSc/MS Computer Science,7
171,MSc/MS,Computer Science,MSc/MS Computer Science,7
172,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
173,BSc/BS,Computer Science,BSc/BS Computer Science,6
174,BSc/BS,Computer Science,BSc/BS Computer Science,6
174,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
175,BSc/BS,Information Technology,BSc/BS Information Technology,6
176,BSc/BS,Computer Science,BSc/BS Computer Science,6
177,BSc/BS,Computer Science,BSc/BS Computer Science,6
178,BSc/BS,Computer Science,BSc/BS Computer Science,6
179,BSc/BS,Computer Science,BSc/BS Computer Science,6
180,BSc/BS,Computer Science,BSc/BS Computer Science,6
181,BSc/BS,Computer Science,BSc/BS Computer Science,6
182,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
183,BSc/BS,Computer Science,BSc/BS Computer Science,6
184,MSc/MS,Computer Science,MSc/MS Computer Science,7
185,BE/Beng,Computer Science and Engineering,BE/Beng Computer Science and Engineering,6
186,BSc/BS,Computer Science,BSc/BS Computer Science,6
187,BA,Philosophy,BA Philosophy,6
188,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
189,BSc/BS,Computer Science,BSc/BS Computer Science,6
190,BA,Computer Science,BA Computer Science,6
191,MSc/MS,Computer Science,MSc/MS Computer Science,7
192,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
193,BSc/BS,Computer Science,BSc/BS Computer Science,6
194,BTech,Information Technology,BTech Information Technology,6
195,BSc/BS,Computer Science,BSc/BS Computer Science,6
196,BSc/BS,Computer Science,BSc/BS Computer Science,6
197,BE/Beng,Computer Science,BE/Beng Computer Science,6
198,BCA,/,BCA /,6
199,BSc/BS,Computer Science,BSc/BS Computer Science,6
200,MSc/MS,Computer Science,MSc/MS Computer Science,7
200,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
201,BTech,Information Technology,BTech Information Technology,6
202,BSc/BS,Applied Computer Science,BSc/BS Applied Computer Science,6
203,BSc/BS,Computer Science,BSc/BS Computer Science,6
204,BSc/BS,Computer Science,BSc/BS Computer Science,6
205,BSc/BS,Computer Science,BSc/BS Computer Science,6
206,PhD,Computer Science,PhD Computer Science,8
206,MSc/MS,Computer Science,MSc/MS Computer Science,7
207,MSc/MS,Computer Science,MSc/MS Computer Science,7
207,BSc/BS,Computer Science,BSc/BS Computer Science,6
208,BSc/BS,Computer Science,BSc/BS Computer Science,6
209,BSc/BS,Information Technology,BSc/BS Information Technology,6
210,PhD,Computer Science,PhD Computer Science,8
211,BSc/BS,Computer Science,BSc/BS Computer Science,6
212,BSc/BS,Computer Science,BSc/BS Computer Science,6
213,MSc/MS,Computer Science,MSc/MS Computer Science,7
213,BSc/BS,Computer Science,BSc/BS Computer Science,6
214,BSc/BS,Computer Science,BSc/BS Computer Science,6
215,BCA,/,BCA /,6
216,MSc/MS,Computer Science,MSc/MS Computer Science,7
216,PhD,Computer Science,PhD Computer Science,8
217,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
218,MSc/MS,Computer Science,MSc/MS Computer Science,7
219,MCA,/,MCA /,7
220,BSc/BS,Computer Science,BSc/BS Computer Science,6
221,BSc/BS,Computer Science,BSc/BS Computer Science,6
222,BSc/BS,Computer Science,BSc/BS Computer Science,6
223,BSc/BS,Computer Science,BSc/BS Computer Science,6
224,MSc/MS,Computer Science,MSc/MS Computer Science,7
225,BSc/BS,Mechanical Engineering,BSc/BS Mechanical Engineering,6
226,BSc/BS,Computer Science,BSc/BS Computer Science,6
227,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
228,MCA,/,MCA /,7
229,BSc/BS,Computer Science,BSc/BS Computer Science,6
230,BSc/BS,Computer Science,BSc/BS Computer Science,6
230,MSc/MS,Computer Science,MSc/MS Computer Science,7
231,MSc/MS,Computer Science,MSc/MS Computer Science,7
232,BSc/BS,Computer Science,BSc/BS Computer Science,6
233,BSc/BS,Computer Science,BSc/BS Computer Science,6
234,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
235,BA,Computer Science,BA Computer Science,6
236,BSc/BS,Computer Science,BSc/BS Computer Science,6
237,BSc/BS,Computer Science,BSc/BS Computer Science,6
238,BSc/BS,Computer Science,BSc/BS Computer Science,6
239,BSc/BS,Computer Science,BSc/BS Computer Science,6
240,BCA,/,BCA /,6
241,PhD,Computer Science,PhD Computer Science,8
242,MSc/MS,Computer Science,MSc/MS Computer Science,7
243,MSc/MS,Computer Science,MSc/MS Computer Science,7
243,BSc/BS,Computer Science,BSc/BS Computer Science,6
244,BSc/BS,Computer Science,BSc/BS Computer Science,6
245,MCA,/,MCA /,7
246,PhD,Computer Science,PhD Computer Science,8
247,BTech,Computer Science,BTech Computer Science,6
248,MSc/MS,Computer Science,MSc/MS Computer Science,7
249,BSc/BS,Information Systems,BSc/BS Information Systems,6
250,BSc/BS,Applied Mathematics,BSc/BS Applied Mathematics,6
251,BSc/BS,Computer Science,BSc/BS Computer Science,6
252,MSc/MS,Computer Science,MSc/MS Computer Science,7
253,MSc/MS,Computer Science,MSc/MS Computer Science,7
253,BSc/BS,Computer Science,BSc/BS Computer Science,6
254,BSc/BS,Computer Science,BSc/BS Computer Science,6
255,BSc/BS,Computer Science,BSc/BS Computer Science,6
256,BSc/BS,Computer Science,BSc/BS Computer Science,6
257,BE/Beng,Computer Science,BE/Beng Computer Science,6
258,BSc/BS,Information Technology,BSc/BS Information Technology,6
259,BSc/BS,Computer Science,BSc/BS Computer Science,6
260,BSc/BS,Computer Science,BSc/BS Computer Science,6
261,BSc/BS,Computer Science,BSc/BS Computer Science,6
262,BSc/BS,Computer Science,BSc/BS Computer Science,6
263,MSc/MS,Computer Science,MSc/MS Computer Science,7
264,MSc/MS,Computer Science,MSc/MS Computer Science,7
265,BE/Beng,Computer Science,BE/Beng Computer Science,6
266,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
267,BSc/BS,Computer Science,BSc/BS Computer Science,6
268,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
269,BTech,Computer Science,BTech Computer Science,6
270,BSc/BS,Computer Science,BSc/BS Computer Science,6
271,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
272,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
273,BSc/BS,Computer Science,BSc/BS Computer Science,6
274,MSc/MS,Computer Science,MSc/MS Computer Science,7
275,BSc/BS,Computer Science,BSc/BS Computer Science,6
275,MSc/MS,Computer Science,MSc/MS Computer Science,7
275,MCA,/,MCA /,7
276,BE/Beng,Computer Science and Engineering,BE/Beng Computer Science and Engineering,6
277,MCA,/,MCA /,7
278,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
279,BSc/BS,Computer Science,BSc/BS Computer Science,6
280,BSc/BS,Computer Science,BSc/BS Computer Science,6
281,BSc/BS,Computer Science,BSc/BS Computer Science,6
282,MSc/MS,Physics,MSc/MS Physics,7
283,MSc/MS,Computer Science,MSc/MS Computer Science,7
284,MSc/MS,Computer Science,MSc/MS Computer Science,7
285,BSc/BS,Computer Science,BSc/BS Computer Science,6
286,BSc/BS,Computer Science,BSc/BS Computer Science,6
287,BSc/BS,Computer Science,BSc/BS Computer Science,6
288,MCA,/,MCA /,7
289,BSc/BS,Computer Science,BSc/BS Computer Science,6
290,BSc/BS,Computer Science,BSc/BS Computer Science,6
291,BSc/BS,Computer Science,BSc/BS Computer Science,6
292,BSc/BS,Physics,BSc/BS Physics,6
293,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
294,BSc/BS,Computer Science,BSc/BS Computer Science,6
295,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
296,BSc/BS,Computer Science,BSc/BS Computer Science,6
297,BSc/BS,Computer Science,BSc/BS Computer Science,6
298,BSc/BS,Computer Science,BSc/BS Computer Science,6
299,BE/Beng,Information Technology,BE/Beng Information Technology,6
300,BSc/BS,Information Technology,BSc/BS Information Technology,6
300,BSc/BS,Mathematics,BSc/BS Mathematics,6
301,MSc/MS,Computer Science,MSc/MS Computer Science,7
302,MSc/MS,Computer Science,MSc/MS Computer Science,7
303,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
304,BSc/BS,Computer Science,BSc/BS Computer Science,6
305,BSc/BS,Computer Science,BSc/BS Computer Science,6
306,MSc/MS,Computer Science,MSc/MS Computer Science,7
307,BSc/BS,Computer Science,BSc/BS Computer Science,6
308,BSc/BS,Computer Science,BSc/BS Computer Science,6
308,MSc/MS,Computer Science,MSc/MS Computer Science,7
309,BA,Computer Science,BA Computer Science,6
309,BSc/BS,Physics,BSc/BS Physics,6
310,MSc/MS,Electrical Engineering,MSc/MS Electrical Engineering,7
311,BSc/BS,Computer Science,BSc/BS Computer Science,6
312,BSc/BS,Information Technology,BSc/BS Information Technology,6
313,BSc/BS,Computer Science,BSc/BS Computer Science,6
314,BA,Philosophy,BA Philosophy,6
315,MCA,/,MCA /,7
316,MSc/MS,Electrical Engineering,MSc/MS Electrical Engineering,7
316,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
317,BSc/BS,Computer Science,BSc/BS Computer Science,6
317,BSc/BS,Computer Science,BSc/BS Computer Science,6
317,BSc/BS,Computer Science,BSc/BS Computer Science,6
318,MSc/MS,Informatics,MSc/MS Informatics,7
319,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
320,BSc/BS,Computer Science,BSc/BS Computer Science,6
321,BSc/BS,Computer Science,BSc/BS Computer Science,6
322,MCA,/,MCA /,7
323,MSc/MS,Computer Science,MSc/MS Computer Science,7
324,MSc/MS,Computer Science,MSc/MS Computer Science,7
325,BSc/BS,Computer Science,BSc/BS Computer Science,6
325,BSc/BS,Mathematics,BSc/BS Mathematics,6
326,BSc/BS,Computer Science,BSc/BS Computer Science,6
327,BSc/BS,Computer Science,BSc/BS Computer Science,6
327,BSc/BS,Computer Science,BSc/BS Computer Science,6
328,BSc/BS,Computer Science,BSc/BS Computer Science,6
329,MSc/MS,Computer Science,MSc/MS Computer Science,7
329,BA,Computer Science,BA Computer Science,6
330,MCA,/,MCA /,7
331,BSc/BS,Computer Science,BSc/BS Computer Science,6
332,BSc/BS,Computer Science,BSc/BS Computer Science,6
333,BCA,/,BCA /,6
334,BSc/BS,Computer Science,BSc/BS Computer Science,6
335,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
336,BSc/BS,Computer Science,BSc/BS Computer Science,6
337,PhD,Computer Science,PhD Computer Science,8
338,BSc/BS,Computer Science,BSc/BS Computer Science,6
339,BSc/BS,Computer Science,BSc/BS Computer Science,6
340,BTech,Computer Science,BTech Computer Science,6
341,BSc/BS,Computer Science,BSc/BS Computer Science,6
342,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
342,BSc/BS,Computer Science,BSc/BS Computer Science,6
343,BSc/BS,Computer Science,BSc/BS Computer Science,6
344,BSc/BS,Computer Science,BSc/BS Computer Science,6
345,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
346,MCA,/,MCA /,7
347,MSc/MS,Computer Science,MSc/MS Computer Science,7
348,BSc/BS,Computer Science,BSc/BS Computer Science,6
348,BSc/BS,Computer Science,BSc/BS Computer Science,6
349,MSc/MS,Computer Science,MSc/MS Computer Science,7
349,BSc/BS,Computer Science,BSc/BS Computer Science,6
350,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
351,BSc/BS,Computer Science,BSc/BS Computer Science,6
352,MSc/MS,Computer Science,MSc/MS Computer Science,7
352,BSc/BS,Computer Science,BSc/BS Computer Science,6
353,BSc/BS,Computer Science,BSc/BS Computer Science,6
354,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
355,BSc/BS,Computer Science,BSc/BS Computer Science,6
356,MSc/MS,Computer Science,MSc/MS Computer Science,7
357,BE/Beng,Computer Science,BE/Beng Computer Science,6
358,BSc/BS,Computer Science,BSc/BS Computer Science,6
359,MSc/MS,Computer Science,MSc/MS Computer Science,7
360,BSc/BS,Computer Science,BSc/BS Computer Science,6
361,BCA,/,BCA /,6
362,MSc/MS,Computer Science,MSc/MS Computer Science,7
362,BSc/BS,Computer Science,BSc/BS Computer Science,6
363,MSc/MS,Computer Science,MSc/MS Computer Science,7
364,BSc/BS,Information Technology,BSc/BS Information Technology,6
365,MCA,/,MCA /,7
366,BSc/BS,Information Technology,BSc/BS Information Technology,6
367,BSc/BS,Computer Science,BSc/BS Computer Science,6
368,BSc/BS,Computer Science,BSc/BS Computer Science,6
369,BSc/BS,Computer Science,BSc/BS Computer Science,6
370,MSc/MS,Computer Science,MSc/MS Computer Science,7
371,BSc/BS,Computer Science,BSc/BS Computer Science,6
372,PhD,Computer Science,PhD Computer Science,8
373,BSc/BS,Computer Science,BSc/BS Computer Science,6
374,BSc/BS,Computer Science,BSc/BS Computer Science,6
375,PhD,Computer Science,PhD Computer Science,8
375,MSc/MS,Computer Science,MSc/MS Computer Science,7
376,BSc/BS,Computing,BSc/BS Computing,6
377,BTech,Computer Science,BTech Computer Science,6
378,BSc/BS,Computer Science,BSc/BS Computer Science,6
379,BSc/BS,Information Technology,BSc/BS Information Technology,6
380,BSc/BS,Mathematics,BSc/BS Mathematics,6
381,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
382,MSc/MS,Computer Science,MSc/MS Computer Science,7
382,PhD,Computer Science,PhD Computer Science,8
383,MSc/MS,Computer Engineering,MSc/MS Computer Engineering,7
383,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
384,BSc/BS,Computer Science,BSc/BS Computer Science,6
385,BSc/BS,Computer Science,BSc/BS Computer Science,6
386,BSc/BS,Computer Science,BSc/BS Computer Science,6
387,BE/Beng,Computer Science,BE/Beng Computer Science,6
388,BSc/BS,Information Technology,BSc/BS Information Technology,6
388,MSc/MS,Information Technology,MSc/MS Information Technology,7
389,BSc/BS,Information Technology,BSc/BS Information Technology,6
390,MSc/MS,Computer Science,MSc/MS Computer Science,7
391,BSc/BS,Computer Science,BSc/BS Computer Science,6
392,BSc/BS,Computer Science,BSc/BS Computer Science,6
393,BSc/BS,Computer Science,BSc/BS Computer Science,6
394,MCA,/,MCA /,7
395,BSc/BS,Computer Science,BSc/BS Computer Science,6
396,BSc/BS,Computer Science,BSc/BS Computer Science,6
397,BSc/BS,Computer Science,BSc/BS Computer Science,6
398,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
399,BCA,/,BCA /,6
399,MCA,/,MCA /,7
400,BE/Beng,Computer,BE/Beng Computer,6
401,BSc/BS,Computer Science,BSc/BS Computer Science,6
402,BSc/BS,Computer Science,BSc/BS Computer Science,6
403,BSc/BS,Computer Science,BSc/BS Computer Science,6
404,MSc/MS,Computer Science,MSc/MS Computer Science,7
404,BE/Beng,Computer Science,BE/Beng Computer Science,6
405,BSc/BS,Computer Science,BSc/BS Computer Science,6
406,BSc/BS,Computer Science,BSc/BS Computer Science,6
407,MSc/MS,Physics,MSc/MS Physics,7
407,BSc/BS,Physics,BSc/BS Physics,6
408,MSc/MS,Computer Science,MSc/MS Computer Science,7
409,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
410,BSc/BS,Computer Science,BSc/BS Computer Science,6
411,BSc/BS,Physics,BSc/BS Physics,6
412,BSc/BS,Computer Science,BSc/BS Computer Science,6
412,PhD,Computer Science,PhD Computer Science,8
413,MSc/MS,Computer Science,MSc/MS Computer Science,7
414,BSc/BS,Computer Science,BSc/BS Computer Science,6
415,BSc/BS,Computer Science,BSc/BS Computer Science,6
416,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
417,BSc/BS,Computer Science,BSc/BS Computer Science,6
418,BSc/BS,Computer Science,BSc/BS Computer Science,6
419,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
420,MSc/MS,Computer Science,MSc/MS Computer Science,7
421,BSc/BS,Computer Science,BSc/BS Computer Science,6
422,BA,Computer Science,BA Computer Science,6
422,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
423,BSc/BS,Computer Science,BSc/BS Computer Science,6
424,MSc/MS,Computer Engineering,MSc/MS Computer Engineering,7
424,BTech,Computer Science,BTech Computer Science,6
425,BSc/BS,Computer Science,BSc/BS Computer Science,6
426,BSc/BS,Computer Science,BSc/BS Computer Science,6
427,MSc/MS,Computer Science,MSc/MS Computer Science,7
427,BSc/BS,Computer Science,BSc/BS Computer Science,6
428,MSc/MS,Computer Science,MSc/MS Computer Science,7
429,BSc/BS,Computing,BSc/BS Computing,6
429,BSc/BS,Computing,BSc/BS Computing,6
430,BSc/BS,Information Technology,BSc/BS Information Technology,6
431,BSc/BS,Computer Science,BSc/BS Computer Science,6
432,BSc/BS,Computer Science,BSc/BS Computer Science,6
433,BSc/BS,Computer Science,BSc/BS Computer Science,6
434,MSc/MS,Computer Science,MSc/MS Computer Science,7
435,BSc/BS,Computer Science,BSc/BS Computer Science,6
435,MSc/MS,Computer Science,MSc/MS Computer Science,7
436,BSc/BS,Computer Science,BSc/BS Computer Science,6
437,BSc/BS,Computer Science,BSc/BS Computer Science,6
438,MSc/MS,Computer Engineering,MSc/MS Computer Engineering,7
